TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires
PERIL EN LA DEMEURE,2021-06-07,France 5,France,1.267508,5.4,Monday,non
CHEVAL DE GUERRE,2021-05-03,France 5,Europe,1.15228,4.7,Monday,oui
LES CHARIOTS DE FEU,2021-04-26,France 5,Europe,1.095198,4.3,Monday,oui
ET AU MILIEU COULE UNE RIVIERE,2021-01-11,France 5,Etats-Unis,1.037556,4.1,Monday,non
37°2 LE MATIN,2021-01-04,France 5,France,0.979914,3.9,Monday,oui
MILOU EN MAI,2021-02-15,France 5,France,0.979914,3.9,Monday,oui
LES NERFS A VIF,2021-05-10,France 5,Etats-Unis,0.979438,4.0,Monday,non
MOURIR D'AIMER,2021-03-01,France 5,France,0.922272,3.9,Monday,non
LE SENS DE LA FETE,2021-01-24,TF1,France,7.49346,31.2,Sunday,non
JUMANJI : BIENVENUE DANS LA JUNGLE,2021-04-04,TF1,Etats-Unis,6.34062,25.1,Sunday,non
RETOUR CHEZ MA MERE,2021-05-30,TF1,France,6.33754,28.2,Sunday,non
BIENVENUE CHEZ LES CH'TIS,2021-10-03,TF1,France,6.279926,29.4,Sunday,non
LES TUCHE 3,2021-06-06,TF1,France,5.934242,26.7,Sunday,non
LE FLIC DE BELLEVILLE,2021-03-28,TF1,France,5.879484,24.5,Sunday,non
ANT-MAN ET LA GUEPE,2021-04-18,TF1,Etats-Unis,5.879484,23.3,Sunday,oui
QU'EST-CE QU ON A FAIT AU BON DIEU ?,2021-11-14,TF1,France,5.819014,25.1,Sunday,non
MARIE-FRANCINE,2021-07-25,TF1,France,5.7614,28.3,Sunday,oui
A STAR IS BORN,2021-11-21,TF1,Etats-Unis,5.7614,28.2,Sunday,non
BLACK PANTHER,2021-04-22,TMC,Etats-Unis,1.786902,8.4,Thursday,oui
TAXI 2,2021-05-12,TMC,France,1.613192,6.7,Wednesday,non
ROBIN DES BOIS,2021-12-27,TMC,Europe,1.555578,7.7,Monday,oui
LUCY,2021-11-29,TMC,France,1.497964,6.4,Monday,non
ROGUE ONE : A STAR WARS STORY,2021-04-05,TMC,Etats-Unis,1.44105,6.1,Monday,non
STAR WARS EPISODE 7 : LE REVEIL DE LA FORCE,2021-08-30,TMC,Etats-Unis,1.44035,7.3,Monday,oui
HARRY POTTER ET LA COUPE DE FEU,2021-12-20,TMC,Europe,1.44035,7.1,Monday,oui
LES TUCHE 3,2021-10-27,TMC,France,1.44035,6.3,Wednesday,oui
MECHANIC : RESURRECTION,2021-01-04,TMC,Etats-Unis,1.383408,5.6,Monday,oui
LES VISITEURS,2021-06-03,TMC,France,1.382736,6.7,Thursday,non
"MAMAN, J'AI RATE L'AVION",2021-04-14,TFX,Etats-Unis,1.325766,5.2,Wednesday,oui
HITMAN AND BODYGUARD,2021-06-30,TFX,Europe,1.325122,6.6,Wednesday,non
"MAMAN, J'AI ENCORE RATE L'AVION",2021-04-21,TFX,Etats-Unis,1.095198,4.4,Wednesday,oui
LA STRATEGIE ENDER,2021-05-05,TFX,Etats-Unis,1.094666,4.3,Wednesday,non
MAN OF STEEL,2021-01-12,TFX,,0.979914,4.5,Tuesday,non
TRUE LIES,2021-04-07,TFX,Etats-Unis,0.979914,4.1,Wednesday,non
LE GRAND RESTAURANT,2021-05-16,TFX,France,0.979438,4.2,Sunday,non
LA 5EME VAGUE,2021-03-28,TFX,Etats-Unis,0.922272,3.9,Sunday,non
BATTLESHIP,2021-11-16,TFX,Etats-Unis,0.921824,4.5,Tuesday,non
"MAMAN, J'AI RATE L'AVION",2021-12-07,TFX,Etats-Unis,0.921824,3.9,Tuesday,non
LE JOUR DE GLOIRE,2021-05-07,TF1 Séries Films,France,1.037052,3.9,Friday,non
L'ARME FATALE,2021-03-25,TF1 Séries Films,Etats-Unis,0.86463,3.8,Thursday,non
SISSI,2021-12-26,TF1 Séries Films,Europe,0.86421,4.3,Sunday,oui
ELYSIUM,2021-03-18,TF1 Séries Films,Etats-Unis,0.806988,3.3,Thursday,non
MAD MAX : FURY ROAD,2021-11-21,TF1 Séries Films,autres nationalités,0.806596,3.8,Sunday,non
LE PLACARD,2021-10-14,TF1 Séries Films,France,0.806596,3.7,Thursday,non
JUPITER : LE DESTIN DE L'UNIVERS,2021-04-15,TF1 Séries Films,Europe,0.749346,3.1,Thursday,oui
INTERSTELLAR,2021-10-21,TF1 Séries Films,Etats-Unis,0.748982,4.1,Thursday,oui
LES EVADES,2021-09-16,TF1 Séries Films,Etats-Unis,0.748982,3.7,Thursday,non
DANS LA LIGNE DE MIRE,2021-11-11,TF1 Séries Films,Etats-Unis,0.748982,3.6,Thursday,non
LA REINE DES NEIGES 2,2021-12-20,M6,Etats-Unis,4.32105,17.9,Monday,oui
BOHEMIAN RHAPSODY,2021-12-01,M6,Europe,4.205822,20.1,Wednesday,non
"VAIANA, LA LEGENDE DU BOUT DU MONDE",2021-04-04,M6,Etats-Unis,4.03494,15.5,Sunday,non
LE CHANT DU LOUP,2021-04-15,M6,France,3.977298,17.3,Thursday,oui
LA BELLE ET LA BETE,2021-12-17,M6,Etats-Unis,3.572068,18.1,Friday,non
INSAISISSABLES,2021-02-11,M6,Etats-Unis,3.17031,14.2,Thursday,oui
INSAISISSABLES 2,2021-02-18,M6,Etats-Unis,3.112668,14.0,Thursday,oui
SEVEN SISTERS,2021-04-08,M6,Europe,2.997384,13.4,Thursday,non
"OSS 117 : LE CAIRE, NID D'ESPIONS",2021-08-02,M6,France,2.823086,14.1,Monday,oui
OSS 117 : RIO NE REPOND PLUS,2021-08-09,M6,France,2.707858,13.8,Monday,oui
LA CHUTE DE LONDRES,2021-01-18,W9,Etats-Unis,2.01747,8.1,Monday,non
INDIANA JONES ET LE TEMPLE MAUDIT,2021-03-01,W9,Etats-Unis,1.786902,7.9,Monday,non
LES AVENTURIERS DE L'ARCHE PERDUE,2021-02-22,W9,Etats-Unis,1.72926,7.8,Monday,oui
RED,2021-05-03,W9,Etats-Unis,1.72842,7.0,Monday,oui
RED 2,2021-05-10,W9,Etats-Unis,1.670806,6.9,Monday,non
INDIANA JONES ET LA DERNIERE CROISADE,2021-03-08,W9,Etats-Unis,1.556334,6.4,Monday,non
RATATOUILLE,2021-06-29,W9,Etats-Unis,1.555578,7.4,Tuesday,non
AVENGERS,2021-04-26,W9,Etats-Unis,1.498692,6.3,Monday,oui
DIE HARD 4 : RETOUR EN ENFER,2021-09-27,W9,Etats-Unis,1.497964,6.9,Monday,non
DEADPOOL,2021-01-11,W9,Etats-Unis,1.44105,6.0,Monday,non
BENJAMIN GATES ET LE LIVRE DES SECRETS,2021-02-10,6ter,Etats-Unis,0.979914,4.1,Wednesday,oui
"MISSION : IMPOSSIBLE, PROTOCOLE FANTOME",2021-01-27,6ter,Etats-Unis,0.86463,3.8,Wednesday,non
BENJAMIN GATES ET LE TRESOR DES TEMPLIERS,2021-02-03,6ter,Etats-Unis,0.806988,3.3,Wednesday,non
L'AGE DE GLACE 3,2021-04-21,6ter,Etats-Unis,0.806988,3.1,Wednesday,oui
L'AGE DE GLACE 2,2021-04-14,6ter,Etats-Unis,0.806988,3.0,Wednesday,oui
CENDRILLON,2021-12-26,6ter,Europe,0.806596,3.9,Sunday,oui
PIRATES DES CARAIBES : JUSQU'AU BOUT DU MONDE,2021-02-24,6ter,Etats-Unis,0.749346,3.6,Wednesday,non
MISSION : IMPOSSIBLE 3,2021-01-20,6ter,Etats-Unis,0.749346,3.1,Wednesday,non
MATILDA,2021-12-19,6ter,Etats-Unis,0.748982,3.2,Sunday,oui
LA TOTALE,2021-06-27,6ter,France,0.748982,3.2,Sunday,non
SHREK LE TROISIEME,2021-04-06,Gulli,Etats-Unis,0.634062,2.3,Tuesday,non
"SHREK 4, IL ETAIT UNE FIN",2021-04-13,Gulli,Etats-Unis,0.634062,2.2,Tuesday,oui
PETER ET ELLIOTT LE DRAGON,2021-12-22,Gulli,Etats-Unis,0.57614,2.5,Wednesday,oui
LE PARC DES MERVEILLES,2021-11-01,Gulli,Etats-Unis,0.57614,2.4,Monday,oui
UN FLIC A LA MATERNELLE,2021-09-01,Gulli,Etats-Unis,0.57614,2.4,Wednesday,oui
LES PINGOUINS DE MADAGASCAR,2021-04-20,Gulli,Etats-Unis,0.518778,2.0,Tuesday,oui
LA GLOIRE DE MON PERE,2021-10-13,Gulli,France,0.518526,2.5,Wednesday,non
SHREK,2021-10-28,Gulli,Etats-Unis,0.518526,2.4,Thursday,oui
MINUSCULE : LA VALLEE DES FOURMIS PERDUES,2021-06-22,Gulli,France,0.518526,2.3,Tuesday,non
MADAGASCAR 2,2021-03-16,Gulli,Etats-Unis,0.461136,1.8,Tuesday,non
CANICULE,2021-10-13,Canal +,,0.748982,3.8,Wednesday,non
ADIEU LES CONS,2021-10-15,Canal +,France,0.748982,3.7,Friday,non
"GREENLAND, LE DERNIER REFUGE",2021-09-24,Canal +,Etats-Unis,0.748982,3.6,Friday,non
BRAQUAGE EN OR,2021-12-29,Canal +,Etats-Unis,0.748982,3.3,Wednesday,oui
ANTOINETTE DANS LES CEVENNES,2021-06-01,Canal +,France,0.748982,3.1,Tuesday,non
LA BELLE EPOQUE,2021-01-01,Canal +,France,0.691704,2.9,Friday,oui
UNE AFFAIRE DE DETAILS,2021-11-12,Canal +,Etats-Unis,0.691368,3.4,Friday,non
1917,2021-12-18,Canal +,Etats-Unis,0.633754,3.0,Saturday,oui
CEUX QUI VEULENT MA MORT,2021-12-03,Canal +,Etats-Unis,0.633754,2.9,Friday,non
SEULES LES BETES,2021-01-26,Canal +,France,0.57642,2.4,Tuesday,non
UN AIR DE FAMILLE,2021-01-19,C8,France,1.383408,6.4,Tuesday,non
DERNIER DOMICILE CONNU,2021-07-04,C8,France,1.325122,6.4,Sunday,non
L'HERITIER,2021-02-14,C8,France,1.268124,5.6,Sunday,oui
MARY,2021-07-26,C8,Etats-Unis,1.267508,6.1,Monday,oui
PENDEZ-LES HAUT ET COURT,2021-10-12,C8,Etats-Unis,1.209894,6.0,Tuesday,non
LA VACHE ET LE PRISONNIER,2021-04-18,C8,France,1.15284,4.6,Sunday,oui
LES GEANTS DE L'OUEST,2021-11-02,C8,Etats-Unis,1.094666,5.5,Tuesday,oui
WORLD WAR Z,2021-02-01,C8,Etats-Unis,1.037556,4.7,Monday,non
LE TATOUE,2021-04-25,C8,France,1.037556,4.0,Sunday,oui
LE SOLEIL DES VOYOUS,2021-05-30,C8,France,1.037052,4.8,Sunday,non
MARY,2021-03-08,CStar,Etats-Unis,0.86463,3.3,Monday,non
WORLD WAR Z,2021-05-26,CStar,Etats-Unis,0.691368,3.0,Wednesday,non
FORCES SPECIALES,2021-01-06,CStar,France,0.634062,2.6,Wednesday,non
THE RYAN INITIATIVE,2021-03-10,CStar,Etats-Unis,0.634062,2.6,Wednesday,non
GREEN ZONE,2021-11-17,CStar,Europe,0.633754,2.8,Wednesday,non
UNSTOPPABLE,2021-05-19,CStar,Etats-Unis,0.633754,2.5,Wednesday,non
PROBLEMOS,2021-11-02,CStar,France,0.57614,2.5,Tuesday,oui
BASIC INSTINCT,2021-03-17,CStar,Etats-Unis,0.518778,2.4,Wednesday,non
ALIEN : COVENANT,2021-04-07,CStar,Etats-Unis,0.518778,2.2,Wednesday,non
MES MEILLEURS COPAINS,2021-12-15,CStar,France,0.518526,2.4,Wednesday,non
WIND RIVER,2021-09-19,NRJ12,Etats-Unis,1.037052,5.0,Sunday,non
ENNEMI D'ETAT,2021-04-13,NRJ12,Etats-Unis,0.922272,3.8,Tuesday,oui
JASON BOURNE : L'HERITAGE,2021-11-30,NRJ12,Etats-Unis,0.921824,4.4,Tuesday,non
THE NOVEMBER MAN,2021-07-01,NRJ12,Etats-Unis,0.921824,4.4,Thursday,non
LE NOUVEAU PROTOCOLE,2021-07-08,NRJ12,France,0.86421,4.0,Thursday,non
CODE MERCURY,2021-09-14,NRJ12,Etats-Unis,0.86421,3.6,Tuesday,non
U.S. MARSHALS,2021-02-09,NRJ12,Etats-Unis,0.749346,3.5,Tuesday,oui
L'OEIL DU MAL,2021-11-02,NRJ12,Etats-Unis,0.748982,3.5,Tuesday,oui
OBLIVION,2021-11-23,NRJ12,Etats-Unis,0.748982,3.4,Tuesday,non
INCASSABLE,2021-05-18,NRJ12,Etats-Unis,0.748982,3.2,Tuesday,non
APPARENCES,2021-06-03,Chérie 25,Etats-Unis,0.86421,4.0,Thursday,non
L'AFFAIRE SK1,2021-10-14,Chérie 25,France,0.806596,4.1,Thursday,non
BOOMERANG,2021-11-19,Chérie 25,France,0.806596,3.8,Friday,non
A ARMES EGALES,2021-03-04,Chérie 25,Etats-Unis,0.749346,3.6,Thursday,non
LE GRAND ALIBI,2021-02-19,Chérie 25,France,0.749346,3.1,Friday,oui
A BOUT PORTANT,2021-10-07,Chérie 25,France,0.748982,3.4,Thursday,non
JEUX DE POUVOIR,2021-04-08,Chérie 25,Etats-Unis,0.691704,3.1,Thursday,non
DOUBLE JEU,2021-04-15,Chérie 25,Etats-Unis,0.691704,2.9,Thursday,oui
"SIX JOURS, SEPT NUITS",2021-06-10,Chérie 25,Etats-Unis,0.691368,3.3,Thursday,non
LE BONHOMME DE NEIGE,2021-03-18,Chérie 25,Europe,0.634062,2.7,Thursday,non
TENDRE POULET,2021-01-04,Arte,France,2.075112,7.8,Monday,oui
AMANDA,2021-04-14,Arte,France,2.01747,7.6,Wednesday,oui
UNE FEMME DE MENAGE,2021-01-22,Arte,France,1.844544,7.3,Friday,non
WILL HUNTING,2021-04-26,Arte,Etats-Unis,1.844544,7.1,Monday,oui
LA BAULE-LES PINS,2021-01-18,Arte,France,1.786902,6.9,Monday,non
LA HORSE,2021-04-28,Arte,France,1.786902,6.4,Wednesday,oui
ESPION(S),2021-11-24,Arte,France,1.72842,7.0,Wednesday,non
THE LOST CITY OF Z,2021-01-31,Arte,Etats-Unis,1.671618,7.2,Sunday,non
POULET AU VINAIGRE,2021-04-19,Arte,France,1.671618,6.4,Monday,oui
LE TRAIN,2021-03-28,Arte,France,1.613976,6.8,Sunday,non
REBELLES,2022-12-11,France 2,France,4.313,18.6,Sunday,non
LA GRANDE VADROUILLE,2022-04-17,France 2,France,4.244,20.5,Sunday,oui
PAPI SITTER,2022-02-13,France 2,France,4.041,17.9,Sunday,oui
AU NOM DE LA TERRE,2022-02-23,France 2,France,3.637,15.8,Wednesday,non
1917,2022-11-13,France 2,Etats-Unis,3.631,17.0,Sunday,non
LES TONTONS FLINGUEURS,2022-01-02,France 2,France,3.535,16.0,Sunday,oui
ADIEU LES CONS,2022-09-11,France 2,France,3.513,15.8,Sunday,non
FETE DE FAMILLE,2022-02-06,France 2,France,3.319,15.1,Sunday,oui
LES INVISIBLES,2022-02-27,France 2,France,3.285,15.6,Sunday,non
LA CHANCE DE MA VIE,2022-11-27,France 2,France,3.219,14.1,Sunday,non
LA BONNE EPOUSE,2022-02-21,France 3,France,3.01,13.7,Monday,oui
LA CHEVRE,2022-08-22,France 3,France,2.794,13.5,Monday,oui
MON PETIT DOIGT M'A DIT...,2022-03-03,France 3,France,2.793,12.6,Thursday,non
L AILE OU LA CUISSE,2022-12-22,France 3,France,2.667,12.9,Thursday,oui
UN LONG DIMANCHE DE FIANCAILLES,2022-01-20,France 3,France,2.629,12.5,Thursday,non
ET POUR QUELQUES DOLLARS DE PLUS,2022-07-25,France 3,Europe,2.605,14.7,Monday,oui
UNE INTIME CONVICTION,2022-11-28,France 3,France,2.575,12.0,Monday,non
LE CRIME EST NOTRE AFFAIRE,2022-02-24,France 3,France,2.533,11.2,Thursday,non
PHILOMENA,2022-03-14,France 3,Europe,2.491,11.5,Monday,non
LES COMPERES,2022-08-15,France 3,France,2.469,14.0,Monday,oui
LA BONNE ANNEE,2022-01-03,France 5,France,1.376,6.3,Monday,oui
UN JOUR SANS FIN,2022-02-18,France 5,Etats-Unis,1.31,6.3,Friday,oui
LE CRABE TAMBOUR,2022-04-22,France 5,France,1.051,5.1,Friday,oui
DANS LA CHALEUR DE LA NUIT,2022-01-17,France 5,Etats-Unis,1.033,4.5,Monday,non
TOUT FEU TOUT FLAMME,2022-12-16,France 5,France,1.013,4.9,Friday,non
RAISON ET SENTIMENTS,2022-09-30,France 5,Europe,0.961,5.0,Friday,non
HOPE AND GLORY,2022-02-11,France 5,Europe,0.953,4.5,Friday,oui
HEAT,2022-03-18,France 5,Etats-Unis,0.951,5.6,Friday,non
DIABOLO MENTHE,2022-03-25,France 5,France,0.944,4.6,Friday,non
PHILADELPHIA,2022-12-02,France 5,Etats-Unis,0.908,4.5,Friday,non
QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU,2022-04-03,TF1,France,7.822,34.0,Sunday,non
RAID DINGUE,2022-01-30,TF1,France,6.163,29.0,Sunday,non
LES BRONZES FONT DU SKI,2022-02-15,TF1,France,4.834,21.9,Tuesday,oui
ALIBI.COM,2022-02-06,TF1,France,4.815,22.1,Sunday,oui
LE DINER DE CONS,2022-06-26,TF1,France,4.81,23.7,Sunday,non
RIEN A DECLARER,2022-05-22,TF1,France,4.803,24.9,Sunday,non
JURASSIC WORLD FALLEN KINGDOM,2022-06-05,TF1,Etats-Unis,4.782,24.9,Sunday,non
LA CHTITE FAMILLE,2022-09-04,TF1,France,4.706,23.6,Sunday,oui
SPIDER-MAN FAR FROM HOME,2022-02-13,TF1,Etats-Unis,4.674,22.8,Sunday,oui
ON A RETROUVE LA 7E COMPAGNIE,2022-06-30,TF1,France,4.625,23.5,Thursday,non
QU EST-CE QU ON A FAIT AU BON DIEU,2022-05-25,TMC,France,1.796,8.7,Wednesday,non
LES TUCHE,2022-04-13,TMC,France,1.53,7.2,Wednesday,oui
LE DINER DE CONS,2022-10-19,TMC,France,1.488,7.4,Wednesday,non
LES TUCHE 2 LE REVE AMERICAIN,2022-04-24,TMC,France,1.446,6.6,Sunday,oui
HARRY POTTER ET LES RELIQUES DE LA MORT ,2022-12-29,TMC,Europe,1.445,7.7,Thursday,oui
THOR RAGNAROK,2022-02-07,TMC,Etats-Unis,1.387,7.8,Monday,oui
LES VACANCES DE DUCOBU,2022-07-20,TMC,France,1.359,7.2,Wednesday,oui
QU EST CE QU ON A ENCORE FAIT AU BON DIEU,2022-09-22,TMC,France,1.318,6.8,Thursday,non
CAPTAIN AMERICA CIVIL WAR,2022-02-21,TMC,Etats-Unis,1.297,6.8,Monday,oui
MECHANIC RESURRECTION,2022-04-11,TMC,Etats-Unis,1.254,6.4,Monday,oui
MOI MOCHE ET MECHANT 3,2022-11-10,TFX,Etats-Unis,1.056,4.9,Thursday,non
WASABI,2022-02-22,TFX,France,1.008,4.2,Tuesday,non
INSPECTEUR LABAVURE,2022-08-17,TFX,France,0.949,5.2,Wednesday,oui
MISSION IMPOSSIBLE 2,2022-08-30,TFX,Etats-Unis,0.943,5.0,Tuesday,oui
SPEED,2022-04-29,TFX,Etats-Unis,0.94,4.7,Friday,non
LA STRATEGIE ENDER,2022-05-24,TFX,Etats-Unis,0.932,4.4,Tuesday,non
LE TRANSPORTEUR 3,2022-11-24,TFX,France,0.915,4.5,Thursday,non
LE TRANSPORTEUR 2,2022-04-19,TFX,France,0.914,3.9,Tuesday,oui
LE TRANSPORTEUR 2,2022-11-17,TFX,France,0.894,4.3,Thursday,non
MOI MOCHE ET MECHANT 2,2022-11-03,TFX,Etats-Unis,0.874,4.3,Thursday,oui
L'ARME FATALE 4,2022-03-31,TF1 Séries Films,Etats-Unis,1.11,5.5,Thursday,non
SISSI FACE A SON DESTIN,2022-01-09,TF1 Séries Films,Europe,0.939,4.5,Sunday,non
L ARME FATALE,2022-03-10,TF1 Séries Films,Etats-Unis,0.878,3.9,Thursday,non
CATWOMAN,2022-03-03,TF1 Séries Films,Etats-Unis,0.869,3.9,Thursday,non
SISSI IMPERATRICE,2022-01-02,TF1 Séries Films,Europe,0.844,3.8,Sunday,oui
LE FUGITIF,2022-06-13,TF1 Séries Films,Etats-Unis,0.815,4.0,Monday,non
"I, ROBOT",2022-01-13,TF1 Séries Films,Etats-Unis,0.771,3.4,Thursday,non
L'ARME FATALE 2,2022-03-17,TF1 Séries Films,Etats-Unis,0.758,3.5,Thursday,non
SEVEN,2022-10-16,TF1 Séries Films,Etats-Unis,0.754,4.0,Sunday,non
TANGO ET CASH,2022-04-28,TF1 Séries Films,Etats-Unis,0.74,3.4,Thursday,non
ASTERIX LE SECRET DE LA POTION MAGIQUE,2022-12-26,M6,France,3.629,17.4,Monday,oui
LE ROI LION,2022-04-17,M6,Etats-Unis,3.321,16.2,Sunday,oui
ASTERIX ET OBELIX AU SERVICE DE SA MAJESTE,2022-04-10,M6,France,3.224,15.2,Sunday,oui
A FOND,2022-02-28,M6,France,2.971,13.6,Monday,non
JOYEUSE RETRAITE,2022-07-15,M6,France,2.964,18.0,Friday,oui
KINGSMAN SERVICES SECRETS,2022-01-03,M6,Europe,2.814,13.9,Monday,oui
RATATOUILLE,2022-12-30,M6,Etats-Unis,2.744,13.3,Friday,oui
ASTERIX LE DOMAINE DES DIEUX,2022-12-19,M6,France,2.588,11.4,Monday,oui
TOP GUN,2022-05-19,M6,Etats-Unis,2.578,11.5,Thursday,non
LE LIVRE DE LA JUNGLE ,2022-12-23,M6,Etats-Unis,2.491,12.6,Friday,oui
DIE HARD 4 - RETOUR EN ENFER,2022-12-05,W9,Etats-Unis,1.619,8.9,Monday,non
LA CHUTE DE LONDRES,2022-01-24,W9,Etats-Unis,1.525,6.6,Monday,non
SISTER ACT ACTE 2,2022-01-20,W9,Etats-Unis,1.472,6.7,Thursday,non
58 MINUTES POUR VIVRE,2022-11-21,W9,Etats-Unis,1.433,7.3,Monday,non
DIE HARD 4 - RETOUR EN ENFER,2022-03-28,W9,Etats-Unis,1.427,7.0,Monday,non
UNE JOURNEE EN ENFER,2022-11-28,W9,Etats-Unis,1.414,7.2,Monday,non
DIE HARD BELLE JOURNEE POUR MOURIR,2022-04-04,W9,Etats-Unis,1.409,6.3,Monday,non
JOYEUSE RETRAITE,2022-09-18,W9,France,1.317,6.1,Sunday,non
SISTER ACT,2022-01-13,W9,Etats-Unis,1.246,5.4,Thursday,non
DIE HARD BELLE JOURNEE POUR MOURIR,2022-12-12,W9,Etats-Unis,1.211,5.4,Monday,non
ZOOTOPIE,2022-12-28,6ter,Etats-Unis,1.14,5.5,Wednesday,oui
CROCODILE DUNDEE 2,2022-03-09,6ter,Autres,1.071,4.8,Wednesday,non
LE LIVRE DE LA JUNGLE ,2022-04-27,6ter,Etats-Unis,1.027,4.6,Wednesday,non
CROCODILE DUNDEE,2022-03-02,6ter,Autres,0.862,3.8,Wednesday,non
LA BELLE ET LA BETE,2022-05-04,6ter,Etats-Unis,0.84,3.9,Wednesday,non
VAIANA LA LEGENDE DU BOUT DU MONDE,2022-02-13,6ter,Etats-Unis,0.787,3.5,Sunday,oui
LE FLIC DE BEVERLY HILLS,2022-09-28,6ter,Etats-Unis,0.773,3.8,Wednesday,non
LE GENDARME A NEW YORK,2022-08-16,6ter,France,0.739,4.1,Tuesday,oui
OSS 117 RIO NE REPOND PLUS,2022-04-06,6ter,France,0.738,3.2,Wednesday,non
IRON MAN,2022-05-22,6ter,Etats-Unis,0.698,3.7,Sunday,non
JUMANJI,2022-02-11,Gulli,Etats-Unis,0.774,3.7,Friday,oui
LE GRINCH,2022-12-20,Gulli,Etats-Unis,0.708,3.2,Tuesday,oui
ASTERIX ET LES VIKINGS,2022-11-18,Gulli,France,0.706,3.2,Friday,non
WILLOW,2022-11-29,Gulli,Etats-Unis,0.638,3.1,Tuesday,non
ASTERIX ET LA SURPRISE DE CESAR,2022-11-11,Gulli,France,0.612,2.9,Friday,non
ASTERIX ET LE COUP DU MENHIR,2022-11-04,Gulli,France,0.59,2.8,Friday,oui
SHREK,2022-06-10,Gulli,Etats-Unis,0.576,2.8,Friday,non
LES SCHTROUMPFS ET LE VILLAGE PERDU,2022-04-26,Gulli,Etats-Unis,0.574,2.4,Tuesday,non
CHICKEN RUN,2022-10-29,Gulli,Europe,0.565,2.7,Saturday,oui
HOTEL TRANSYLVANIE,2022-10-25,Gulli,Etats-Unis,0.519,2.2,Tuesday,oui
TOP GUN MAVERICK,2022-12-22,Canal +,,1.352,6.3,Thursday,oui
LE SECRET DE LA CITE PERDUE,2022-11-04,Canal +,,1.167,5.2,Friday,oui
IRREDUCTIBLE,2022-12-30,Canal +,,1.1,4.9,Friday,oui
MOURIR PEUT ATTENDRE,2022-04-16,Canal +,Europe,0.993,5.0,Saturday,oui
ENCANTO LA FANTASTIQUE FAMILLE MADRIGAL,2022-08-12,Canal +,Etats-Unis,0.982,6.0,Friday,oui
OSS 117 ALERTE ROUGE EN AFRIQUE NOIRE,2022-04-01,Canal +,France,0.959,4.2,Friday,non
JUNGLE CRUISE,2022-05-13,Canal +,Etats-Unis,0.917,4.7,Friday,non
UNCHARTED,2022-10-07,Canal +,Autres,0.764,3.7,Friday,non
SONIC 2 LE FILM,2022-10-28,Canal +,Etats-Unis,0.763,3.6,Friday,oui
BAC NORD,2022-02-18,Canal +,France,0.763,3.5,Friday,oui
SANS MOBILE APPARENT,2022-06-19,C8,France,1.084,5.6,Sunday,non
LES ENFANTS DU MARAIS,2022-01-23,C8,France,1.022,5.0,Sunday,non
MAIGRET VOIT ROUGE,2022-06-12,C8,France,1.007,5.0,Sunday,non
JASON BOURNE,2022-09-05,C8,Etats-Unis,0.911,4.8,Monday,non
AMELIE AU PAYS DES BODIN'S,2022-04-11,C8,France,0.899,4.3,Monday,oui
LA BATAILLE DE MIDWAY,2022-05-03,C8,Etats-Unis,0.87,4.7,Tuesday,non
LES MUNICIPAUX CES HEROS,2022-01-10,C8,France,0.869,3.9,Monday,non
MORT OU VIF,2022-11-29,C8,Etats-Unis,0.869,4.2,Tuesday,non
MARY,2022-11-21,C8,Etats-Unis,0.847,4.3,Monday,non
SERAPHIM FALLS,2022-12-06,C8,Etats-Unis,0.847,4.1,Tuesday,non
RAMBO 2,2022-03-30,CStar,Etats-Unis,0.781,3.4,Wednesday,non
RAMBO,2022-03-23,CStar,Etats-Unis,0.731,3.2,Wednesday,non
TERMINATOR 2,2022-05-11,CStar,Etats-Unis,0.725,3.7,Wednesday,non
RAMBO 3,2022-04-06,CStar,Etats-Unis,0.689,2.9,Wednesday,non
G.I. JOE CONSPIRATION,2022-03-02,CStar,Etats-Unis,0.616,2.7,Wednesday,non
TERMINATOR 2,2022-10-12,CStar,Etats-Unis,0.612,3.3,Wednesday,non
LA DERNIERE LEGION,2022-03-16,CStar,France,0.601,2.7,Wednesday,non
LES RIVIERES POURPRES 2 LES ANGES DE L'APOCALYPSE ,2022-02-02,CStar,France,0.559,2.6,Wednesday,non
STAR TREK SANS LIMITES,2022-11-09,CStar,Etats-Unis,0.541,2.6,Wednesday,non
TRANSFORMERS L'AGE DE L'EXTINCTION,2022-10-26,CStar,Etats-Unis,0.514,2.8,Wednesday,oui
OTAGE,2022-01-26,NRJ12,Etats-Unis,1.21,5.8,Wednesday,non
SALT,2022-10-11,NRJ12,Etats-Unis,0.842,3.8,Tuesday,non
ENTRE AMIS,2022-07-05,NRJ12,France,0.828,4.4,Tuesday,non
LE CONTRAT,2022-10-04,NRJ12,Etats-Unis,0.812,3.8,Tuesday,non
THE WAVE,2022-01-25,NRJ12,Europe,0.754,3.3,Tuesday,non
DEUX HEURES MOINS LE QUART AVANT J.C.,2022-08-02,NRJ12,France,0.746,4.6,Tuesday,oui
LA PROPHETIE DE L HORLOGE,2022-11-01,NRJ12,Autres,0.716,3.2,Tuesday,oui
HORSE SOLDIERS,2022-05-17,NRJ12,Etats-Unis,0.705,3.5,Tuesday,non
