TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes
SHUTTER ISLAND,2016-03-06,France 4,Etats-Unis,1.043532,4.3,Sunday,non,tt1130884,8.2,1514743
BLOOD DIAMOND,2016-01-27,France 4,Etats-Unis,0.985558,4.2,Wednesday,non,tt0450259,8.0,599617
L'AGE DE GLACE 2,2016-07-05,France 4,Etats-Unis,0.985558,4.0,Tuesday,non,tt0438097,6.8,303809
MON BEAU-PERE ET MOI,2016-05-31,France 4,Etats-Unis,0.927584,3.9,Tuesday,non,tt0212338,7.0,363452
LE CLAN DES SICILIENS,2016-09-12,France 5,France,1.44935,6.2,Monday,non,tt0064169,7.4,9694
VIOLETTE NOZIERE,2016-11-14,France 5,France / Canada,1.275428,5.0,Monday,non,tt0078467,7.1,2593
CESAR ET ROSALIE,2016-05-23,France 5,France / Italie / Allemagne,1.275428,5.3,Monday,non,tt0068441,7.3,3975
LE CRIME ETAIT PRESQUE PARFAIT,2016-11-07,France 5,Etats-Unis,1.217454,4.6,Monday,oui,tt0046912,8.2,194775
CERTAINS L'AIMENT CHAUD,2016-10-03,France 5,Etats-Unis,1.217454,5.1,Monday,non,tt0053291,8.2,290510
LA GRANDE EVASION,2016-06-06,France 5,Etats-Unis,1.217454,5.8,Monday,non,tt0057115,8.2,265074
GARDE A VUE,2016-11-28,France 5,France,1.101506,4.0,Monday,non,tt0082436,7.6,5677
UN DIMANCHE A LA CAMPAGNE,2016-05-30,France 5,France,0.985558,3.8,Monday,non,tt0088318,7.4,3233
VAN GOGH,2016-10-31,France 5,France,0.985558,4.6,Monday,oui,tt0103190,7.1,3393
PLATOON,2016-10-17,France 5,Etats-Unis,0.927584,3.7,Monday,non,tt0091763,8.1,449417
OUT OF AFRICA,2016-03-28,France Ô,Etats-Unis,0.695688,2.7,Monday,non,tt0089755,7.1,88273
DANGEREUSEMENT VOTRE,2016-11-21,France Ô,Royaume-Uni,0.637714,2.6,Monday,non,tt0090264,6.3,107366
UNE VIE INACHEVEE,2016-12-12,France Ô,Etats-Unis,0.637714,2.3,Monday,non,tt0350261,7.0,34680
JAMES BOND CONTRE DOCTEUR NO,2016-01-04,France Ô,Royaume-Uni,0.57974,2.2,Monday,oui,tt0055928,7.2,184052
BONS BAISERS DE RUSSIE,2016-11-14,France Ô,Royaume-Uni,0.57974,2.1,Monday,non,tt0057076,7.3,149295
ON NE VIT QUE DEUX FOIS,2016-11-28,France Ô,Royaume-Uni,0.521766,2.1,Monday,non,tt0062512,6.8,120525
DANCE WITH ME,2016-02-15,France Ô,Etats-Unis,0.521766,1.8,Monday,oui,tt0446046,6.6,26928
POINT BREAK,2016-02-01,France Ô,Etats-Unis,0.521766,1.9,Monday,non,tt2058673,5.3,67289
PAPILLON,2016-04-04,France Ô,BS,0.463792,1.8,Monday,non,tt0070511,8.0,140966
LE MAJORDOME,2016-11-08,France Ô,Etats-Unis,0.463792,1.8,Tuesday,non,tt1327773,7.2,120986
BLACK BOOK,2016-10-16,Arte,NL,2.02909,8.5,Sunday,non,tt0389557,7.7,81582
DANS LA BRUME ELECTRIQUE,2016-10-09,Arte,France / Etats-Unis,1.855168,7.0,Sunday,non,tt0910905,6.1,20262
LA CARAVANE DE FEU,2016-09-19,Arte,Etats-Unis,1.623272,6.4,Monday,non,tt0062472,6.8,11244
L'AMOUR EST UN CRIME PARFAIT,2016-11-30,Arte,France / Suisse,1.623272,6.6,Wednesday,non,tt3103576,5.8,2194
COURS SANS TE RETOURNER,2016-12-05,Arte,France / Allemagne,1.623272,6.2,Monday,non,tt1608516,7.2,2888
OPERATION JUPONS,2016-03-21,Arte,Etats-Unis,1.565298,6.0,Monday,non,tt0053143,7.2,16400
MARIE-OCTOBRE,2016-10-12,Arte,France,1.565298,6.2,Wednesday,non,tt0053050,7.5,1491
LA NUIT DES GENERAUX,2016-03-13,Arte,France / Royaume-Uni,1.507324,6.6,Sunday,non,tt0062038,7.2,9062
L'HOMME QUI N'A PAS D'ETOILE,2016-12-19,Arte,Etats-Unis,1.507324,5.1,Monday,oui,tt0048340,6.8,4073
LE JUGE ET L'ASSASSIN,2016-01-06,Arte,France,1.44935,6.1,Wednesday,non,tt0073219,7.3,2409
X-MEN ORIGINS : WOLVERINE,2016-07-05,6ter,Etats-Unis,0.753662,3.3,Tuesday,non,tt0458525,6.5,548965
WILLOW,2016-04-03,6ter,Etats-Unis,0.753662,3.0,Sunday,non,tt0096446,7.2,132396
S.O.S. FANTOMES,2016-08-30,6ter,Etats-Unis,0.753662,3.0,Tuesday,oui,tt0087332,7.8,464715
NUMERO QUATRE,2016-02-21,6ter,Etats-Unis,0.695688,2.7,Sunday,oui,tt1464540,6.1,248715
LE GARCON AU PYJAMA RAYE,2016-05-12,6ter,Royaume-Uni / Etats-Unis,0.637714,2.6,Thursday,non,tt0914798,7.7,255994
CATWOMAN,2016-08-08,6ter,Etats-Unis,0.637714,2.9,Monday,oui,tt0327554,3.4,127994
TRON : L'HERITAGE,2016-02-07,6ter,Etats-Unis,0.57974,2.2,Sunday,oui,tt1104001,6.8,361890
BEETLE JUICE,2016-10-31,6ter,Etats-Unis,0.57974,2.4,Monday,oui,tt0094721,7.5,395846
PRINCE OF PERSIA : LES SABLES DU TEMPS,2016-09-11,6ter,Royaume-Uni,0.57974,2.4,Sunday,non,tt0473075,6.5,309013
L'ATTAQUE DU METRO 123,2016-01-03,6ter,Etats-Unis,0.521766,2.1,Sunday,oui,tt1111422,6.4,211205
SCENES DE CRIMES,2016-06-09,Chérie 25,France,0.753662,3.3,Thursday,non,tt0230745,6.2,745
NE NOUS FACHONS PAS,2016-11-07,Chérie 25,France,0.637714,2.5,Monday,oui,tt0059499,6.6,1470
SPACE COWBOYS,2016-12-01,Chérie 25,Etats-Unis,0.637714,2.7,Thursday,non,tt0186566,6.5,87890
DOUBLE JEU,2016-11-10,Chérie 25,Etats-Unis,0.57974,2.4,Thursday,non,tt0150377,6.5,98602
DES VENTS CONTRAIRES,2016-10-11,Chérie 25,France,0.57974,2.4,Tuesday,non,tt1730689,6.4,1604
TENDRE POULET,2016-03-07,Chérie 25,France,0.521766,2.0,Monday,non,tt0076808,6.7,1191
L'AFFAIRE PELICAN,2016-10-20,Chérie 25,Etats-Unis,0.521766,2.4,Thursday,non,tt0107798,6.6,98659
L'OMBRE D'UN SOUPCON,2016-06-07,Chérie 25,Etats-Unis,0.521766,2.3,Tuesday,non,tt0156934,5.4,24456
SLEEPERS,2016-12-08,Chérie 25,Etats-Unis,0.521766,2.3,Thursday,non,tt0117665,7.5,242531
LE CLIENT,2016-10-27,Chérie 25,Etats-Unis,0.521766,2.1,Thursday,oui,tt0109446,6.7,75526
HUNGER GAMES : L'EMBRASEMENT,2016-11-15,C8,Etats-Unis,1.971116,8.8,Tuesday,non,tt1951264,7.5,737618
HOMEFRONT,2016-11-10,C8,Etats-Unis,1.44935,6.0,Thursday,non,tt2312718,6.5,133833
LE CONTRAT,2016-04-18,C8,Etats-Unis,1.333402,5.7,Monday,oui,tt0091828,5.6,38804
HUNGER GAMES,2016-11-14,C8,Etats-Unis,1.275428,5.9,Monday,non,tt1392170,7.2,1027363
RUSH HOUR 2,2016-05-24,C8,Etats-Unis,1.275428,5.5,Tuesday,non,tt0266915,6.7,245824
REPAS DE FAMILLE,2016-12-26,C8,France,1.217454,5.1,Monday,oui,tt4164350,3.4,110
LE RETOUR DE DON CAMILLO,2016-07-04,C8,France / Italie,1.217454,5.7,Monday,non,tt0045081,7.2,2735
LIMITLESS,2016-02-01,C8,Etats-Unis,1.15948,4.9,Monday,non,tt1219289,7.4,623273
TRANSFORMERS : L'AGE DE L'EXTINCTION,2016-11-24,C8,Etats-Unis,1.101506,4.9,Thursday,non,tt2109248,5.6,337480
SAFE,2016-03-28,C8,Etats-Unis,1.043532,4.1,Monday,non,tt1656190,6.5,120310
LE TREIZIEME GUERRIER,2016-10-13,CStar,Etats-Unis,0.753662,3.1,Thursday,non,tt0120657,6.6,134661
JUMANJI,2016-12-01,CStar,Etats-Unis,0.753662,3.2,Thursday,non,tt0113497,7.1,389288
LE LIVRE D'ELI,2016-02-04,CStar,Etats-Unis,0.753662,3.0,Thursday,non,tt1037705,6.8,347376
LA BATAILLE DES ARDENNES,2016-11-10,CStar,Etats-Unis,0.695688,3.1,Thursday,non,tt0058947,6.8,18278
QUELQUES MESSIEURS TROP TRANQUILLES,2016-10-20,CStar,France,0.695688,2.8,Thursday,non,tt0069146,5.7,382
AMELIE AU PAYS DES BODIN'S,2016-07-28,CStar,France,0.637714,3.3,Thursday,oui,tt1636727,5.1,59
LE CASSE DU SIECLE,2016-02-11,CStar,Royaume-Uni,0.637714,2.6,Thursday,oui,tt0780516,6.7,26946
DEMOLITION MAN,2016-04-07,CStar,Etats-Unis,0.637714,2.7,Thursday,non,tt0106697,6.7,199401
RESIDENT EVIL : AFTERLIFE,2016-03-10,CStar,France / Allemagne,0.637714,2.5,Thursday,non,tt1220634,5.8,181968
LE DERNIER SAMARITAIN,2016-03-17,CStar,Etats-Unis,0.637714,2.6,Thursday,non,tt0102266,7.0,114907
CHICKEN RUN,2016-12-22,Gulli,Royaume-Uni,0.927584,3.8,Thursday,oui,tt0120630,7.1,216721
THE MASK,2016-02-23,Gulli,Etats-Unis,0.637714,2.3,Tuesday,non,tt0110475,7.0,437204
HORTON,2016-02-05,Gulli,Etats-Unis,0.521766,2.5,Friday,non,tt0451079,6.8,153184
ALPHA ET OMEGA,2016-04-12,Gulli,Etats-Unis,0.463792,1.8,Tuesday,oui,tt1213012,5.1,15510
LA BELLE AMERICAINE,2016-02-01,Gulli,France,0.463792,1.8,Monday,non,tt0054676,6.3,720
LE SECRET DE LA PLANETE DES SINGES,2016-02-14,Gulli,Etats-Unis,0.463792,1.7,Sunday,oui,tt0065462,6.0,55151
A LA CROISEE DES MONDES : LA BOUSSOLE D'OR,2016-11-08,Gulli,Royaume-Uni,0.405818,1.7,Tuesday,non,tt0385752,6.1,199292
PETTSON ET PICPUS : AMIS... POUR LA VIE,2016-08-04,Gulli,Allemagne,0.405818,2.1,Thursday,oui,tt2091947,5.4,433
LASSIE,2016-02-15,Gulli,France / IE / Royaume-Uni,0.405818,1.4,Monday,oui,tt0431213,6.7,4753
VOYAGE AU CENTRE DE LA TERRE,2016-10-18,Gulli,Etats-Unis,0.405818,1.7,Tuesday,non,tt0373051,5.8,134665
JURASSIC PARK III,2016-04-28,TF1 Séries Films,Etats-Unis,0.985558,3.9,Thursday,non,tt0163025,5.9,348040
LA VENGEANCE DANS LA PEAU,2016-04-24,TF1 Séries Films,Royaume-Uni,0.86961,3.5,Sunday,oui,tt0440963,8.0,666957
JURASSIC PARK,2016-04-14,TF1 Séries Films,Etats-Unis,0.811636,3.3,Thursday,oui,tt0107290,8.2,1099412
L'IMMORTEL,2016-06-30,TF1 Séries Films,France,0.811636,3.4,Thursday,non,tt1167638,6.6,36979
LA LIGNE VERTE,2016-06-02,TF1 Séries Films,Etats-Unis,0.811636,3.9,Thursday,non,tt0120689,8.6,1456337
PEUR SUR LA VILLE,2016-08-02,TF1 Séries Films,France / Italie,0.811636,3.8,Tuesday,oui,tt0073535,6.9,4501
LA MORT DANS LA PEAU,2016-04-03,TF1 Séries Films,Etats-Unis,0.753662,2.9,Sunday,non,tt0372183,7.7,495575
MON BEAU-PERE ET NOUS,2016-09-25,TF1 Séries Films,Etats-Unis,0.753662,3.2,Sunday,non,tt0970866,5.5,121605
VERY BAD TRIP 2,2016-01-28,TF1 Séries Films,Etats-Unis,0.753662,2.9,Thursday,non,tt1411697,6.5,548241
MENSONGES D'ETAT,2016-11-20,TF1 Séries Films,Etats-Unis,0.753662,2.9,Sunday,non,tt0758774,7.0,243148
SLEEPERS,2016-01-03,NRJ12,Etats-Unis,1.15948,4.8,Sunday,oui,tt0117665,7.5,242531
DAYLIGHT,2016-01-26,NRJ12,Etats-Unis,0.927584,3.8,Tuesday,non,tt0116040,5.9,78058
RESCUE DAWN,2016-01-12,NRJ12,Etats-Unis,0.86961,3.5,Tuesday,non,tt0462504,7.3,112662
JEUX DE GUERRE,2016-02-23,NRJ12,Etats-Unis,0.811636,3.2,Tuesday,non,tt0105112,6.8,123191
LE PIC DE DANTE,2016-12-06,NRJ12,Etats-Unis,0.811636,3.1,Tuesday,non,tt0118928,6.0,102035
DANGER IMMEDIAT,2016-03-01,NRJ12,Etats-Unis,0.811636,3.4,Tuesday,non,tt0109444,6.9,110777
CLIFFHANGER,2016-09-13,NRJ12,Etats-Unis,0.753662,3.2,Tuesday,non,tt0106582,6.5,142990
VOL 93,2016-09-06,NRJ12,Royaume-Uni,0.753662,3.1,Tuesday,non,tt0475276,7.6,112564
LES GOONIES,2016-12-20,NRJ12,Etats-Unis,0.753662,2.7,Tuesday,oui,tt0089218,7.7,307674
PHENOMENE,2016-01-21,NRJ12,Etats-Unis,0.695688,3.1,Thursday,non,tt0117333,6.4,85530
MEN IN BLACK 3,2016-05-17,TFX,Etats-Unis,1.73922,6.8,Tuesday,non,tt1409024,6.8,395878
JURASSIC PARK III,2016-12-08,TFX,Etats-Unis,1.275428,5.2,Thursday,non,tt0163025,5.9,348040
LA PROPOSITION,2016-03-13,TFX,Etats-Unis,1.217454,5.1,Sunday,non,tt1041829,6.8,374114
THE ISLAND,2016-11-13,TFX,Etats-Unis,1.15948,4.8,Sunday,non,tt0399201,6.8,332181
MEN IN BLACK II,2016-05-10,TFX,Etats-Unis,1.15948,4.6,Tuesday,non,tt0120912,6.2,413522
HOTEL TRANSYLVANIE,2016-11-01,TFX,Etats-Unis,1.15948,4.1,Tuesday,oui,tt0837562,7.0,291760
JURASSIC PARK,2016-12-01,TFX,Etats-Unis,1.15948,5.0,Thursday,non,tt0107290,8.2,1099412
LEON,2016-06-26,TFX,France,1.101506,4.8,Sunday,non,tt0110413,8.5,1282858
R.I.P.D. BRIGADE FANTOME,2016-05-31,TFX,Etats-Unis,1.101506,4.6,Tuesday,non,tt0790736,5.6,146862
LE JOUR DE GLOIRE,2016-12-27,TFX,France / Allemagne,1.101506,4.5,Tuesday,oui,tt0138539,5.3,240
MAMAN,2016-06-12,RMC Story,France,0.463792,1.8,Sunday,non,tt2104062,5.7,419
MAMAN,2016-10-16,RMC Story,France,0.405818,1.7,Sunday,non,tt2104062,5.7,419
CHERCHE FIANCE TOUS FRAIS PAYES,2016-03-01,RMC Story,France,0.405818,1.4,Tuesday,non,tt0486497,4.8,180
LE TEMPS DES PORTE-PLUMES,2016-05-22,RMC Story,France,0.347844,1.4,Sunday,non,tt0391488,6.1,237
LA MACHINE A EXPLORER LE TEMPS,2016-02-07,RMC Story,Etats-Unis,0.347844,1.2,Sunday,oui,tt0268695,6.0,132336
AMOUR ET AMNESIE,2016-02-11,RMC Story,Etats-Unis,0.347844,1.3,Thursday,oui,tt0343660,6.8,392321
GEORGE DE LA JUNGLE,2016-02-14,RMC Story,Etats-Unis,0.347844,1.2,Sunday,oui,tt0119190,5.5,86073
DE BATTRE MON COEUR S'EST ARRETE,2016-05-29,RMC Story,France,0.347844,1.3,Sunday,non,tt0411270,7.2,20819
UN CRIME DANS LA TETE,2016-01-14,RMC Story,Etats-Unis,0.28987,1.3,Thursday,non,tt0368008,6.6,119064
RAISONS D'ETAT,2016-01-24,RMC Story,Etats-Unis,0.28987,1.4,Sunday,non,tt0343737,6.7,109792
LES VISITEURS 2 : LES COULOIRS DU TEMPS,2016-04-14,TMC,France,2.260986,9.1,Thursday,oui,tt0120882,6.1,13680
EXPENDABLES 2 : UNITE SPECIALE,2016-03-07,TMC,Etats-Unis,1.913142,7.0,Monday,non,tt1764651,6.6,326517
LES PROFS,2016-02-16,TMC,France,1.73922,6.0,Tuesday,oui,tt2276778,5.2,4241
"MOI, MOCHE ET MECHANT 2",2016-11-10,TMC,Etats-Unis,1.681246,6.8,Thursday,non,tt1690953,7.3,438012
L'AGE DE GLACE,2016-02-15,TMC,Etats-Unis,1.507324,5.1,Monday,oui,tt0268380,7.5,534680
CONTAGION,2016-01-18,TMC,Etats-Unis,1.507324,5.9,Monday,non,tt1598778,6.8,321060
LES CROODS,2016-12-20,TMC,Etats-Unis,1.507324,5.4,Tuesday,oui,tt0481499,7.1,238539
LE COLLECTIONNEUR,2016-02-01,TMC,Etats-Unis,1.44935,5.8,Monday,non,tt0119468,6.6,92806
L'AGE DE GLACE 3 - LE TEMPS DES DINOSAURES,2016-02-22,TMC,Etats-Unis,1.44935,5.0,Monday,oui,tt1080016,6.9,271759
L'ARME FATALE III,2016-12-19,TMC,Etats-Unis,1.44935,5.3,Monday,oui,tt0104714,6.7,182192
EVASION,2016-11-28,W9,Etats-Unis,1.855168,7.3,Monday,non,tt1211956,6.7,262504
PARKER,2016-01-11,W9,Etats-Unis,1.681246,6.5,Monday,non,tt1904996,6.2,131673
IRON MAN 3,2016-04-04,W9,Etats-Unis,1.507324,5.9,Monday,non,tt1300854,7.1,919465
UNE JOURNEE EN ENFER,2016-05-30,W9,Etats-Unis,1.507324,6.2,Monday,non,tt0112864,7.6,416392
TAKEN 2,2016-11-14,W9,France,1.44935,5.4,Monday,non,tt1397280,6.2,328016
LOOPER,2016-01-04,W9,Etats-Unis,1.391376,5.5,Monday,oui,tt1276104,7.4,612531
KILLER ELITE,2016-01-18,W9,Etats-Unis,1.333402,5.2,Monday,non,tt1448755,6.4,137146
"I, ROBOT",2016-12-05,W9,Etats-Unis,1.275428,5.1,Monday,non,tt0343818,7.1,589082
LE PETIT NICOLAS,2016-04-19,W9,France / Belgique,1.275428,5.1,Tuesday,oui,tt1264904,7.1,14377
RAIPONCE,2016-04-11,W9,Etats-Unis,1.217454,4.6,Monday,oui,tt0398286,7.7,511308
QU'EST-CE QU'ON A FAIT AU BON DIEU ?,2016-11-27,TF1,France,10.841138,40.4,Sunday,non,tt2800240,7.0,46366
LES TUCHE,2016-02-07,TF1,France,8.6961,31.8,Sunday,oui,tt1793931,5.4,4063
EYJAFJALLAJOKULL,2016-04-24,TF1,France,7.53662,29.7,Sunday,oui,tt2207072,5.6,4456
LES VISITEURS,2016-04-03,TF1,France,7.420672,29.3,Sunday,non,tt0108500,7.0,39016
SUPERCONDRIAQUE,2016-10-09,TF1,France / Belgique,6.724984,27.0,Sunday,non,tt3421514,6.0,9444
AVATAR,2016-03-27,TF1,Etats-Unis,6.493088,29.9,Sunday,non,tt0499549,7.9,1414357
BARBECUE,2016-09-04,TF1,France,6.37714,27.1,Sunday,oui,tt3202120,6.1,3301
FLIGHT,2016-01-10,TF1,Etats-Unis,6.319166,26.9,Sunday,non,tt1907668,7.3,383242
WHITE HOUSE DOWN,2016-05-22,TF1,Etats-Unis,6.37714,27.8,Sunday,non,tt2334879,6.3,240937
AFTER EARTH,2016-04-17,TF1,Etats-Unis,6.319166,25.0,Sunday,oui,tt1815862,4.8,211825
LA REINE DES NEIGES,2016-12-19,M6,Etats-Unis,6.551062,23.1,Monday,oui,tt2294629,7.4,679476
MALEFIQUE,2016-10-27,M6,Etats-Unis / Royaume-Uni,4.232102,16.7,Thursday,oui,tt1587310,6.9,408212
RATATOUILLE,2016-03-27,M6,Etats-Unis,4.05818,16.9,Sunday,non,tt0382932,8.1,863636
FISTON,2016-02-09,M6,France,3.884258,14.6,Tuesday,oui,tt2836252,5.3,1504
MINCE ALORS !,2016-05-30,M6,France,3.884258,15.5,Monday,non,tt2210823,5.4,1027
INSAISISSABLES,2016-02-02,M6,Etats-Unis,3.536414,14.0,Tuesday,non,tt1670345,7.2,726206
LE GENDARME DE SAINT-TROPEZ,2016-01-05,M6,France / Italie,3.420466,12.7,Tuesday,non,tt0058135,7.1,14315
EVASION,2016-05-16,M6,Etats-Unis,3.47844,14.0,Monday,non,tt1211956,6.7,262504
BRICE DE NICE,2016-10-20,M6,France,3.420466,13.9,Thursday,non,tt0412535,5.1,7884
BIENVENUE A BORD,2016-06-06,M6,France,3.246544,13.7,Monday,non,tt1890377,5.5,1964
LA FAMILLE BELIER,2017-04-30,France 2,France / Belgique,7.728896,29.6,Sunday,non,tt3547740,7.3,30317
LA GRANDE VADROUILLE,2017-04-16,France 2,France / Royaume-Uni,6.334208,28.4,Sunday,oui,tt0060474,7.9,20921
LES AVENTURES DE RABBI JACOB,2017-01-01,France 2,France / Italie,5.927424,22.4,Sunday,oui,tt0069747,7.4,15282
GONE GIRL,2017-01-15,France 2,Etats-Unis,4.590848,19.0,Sunday,non,tt2267998,8.1,1101108
LA PREMIERE ETOILE,2017-12-10,France 2,France,4.125952,15.7,Sunday,non,tt1350940,5.6,1015
THE IMPOSSIBLE,2017-11-26,France 2,Espagne,3.835392,14.3,Sunday,non,tt1649419,7.5,252219
JEAN-PHILIPPE,2017-12-11,France 2,France,3.77728,14.2,Monday,non,tt0477988,6.2,2072
AMOUR ET TURBULENCES,2017-07-02,France 2,France,3.661056,15.6,Sunday,non,tt2298384,6.3,5352
HIPPOCRATE,2017-03-14,France 2,France,3.661056,14.6,Tuesday,non,tt2891070,6.8,3584
LA FRENCH,2017-10-01,France 2,France / Belgique,3.544832,14.9,Sunday,non,tt2935564,7.1,12609
LES RIVIERES POURPRES,2017-12-14,France 3,France,3.48672,14.6,Thursday,non,tt0228786,6.9,67086
PIECE MONTEE,2017-10-19,France 3,France,3.19616,13.1,Thursday,non,tt1399677,5.4,787
LE GRAND BLOND AVEC UNE CHAUSSURE NOIRE,2017-08-31,France 3,France,3.021824,12.1,Thursday,oui,tt0068655,7.2,9546
L'AILE OU LA CUISSE,2017-10-26,France 3,France,2.847488,11.8,Thursday,oui,tt0074103,7.2,12760
PAS SON GENRE,2017-02-20,France 3,France / Belgique,2.789376,10.7,Monday,oui,tt3489470,6.5,2081
LA SOUPE AUX CHOUX,2017-11-02,France 3,France,2.673152,10.5,Thursday,oui,tt0083109,6.5,9884
LA CHEVRE,2017-07-10,France 3,France / MX,2.673152,11.4,Monday,oui,tt0082183,7.3,11058
IMITATION GAME,2017-12-04,France 3,Royaume-Uni / Etats-Unis,2.556928,9.9,Monday,non,tt2084970,8.0,842945
"SALAUD, ON T'AIME",2017-02-27,France 3,France,2.440704,9.8,Monday,oui,tt2557952,5.5,386
LA FAILLE,2017-04-06,France 3,Etats-Unis,2.382592,9.6,Thursday,non,tt0488120,7.2,224456
INDEPENDENCE DAY,2017-07-05,France 4,Etats-Unis,1.917696,9.4,Wednesday,non,tt0116629,7.0,620277
LA GUERRE DES MONDES,2017-01-24,France 4,Etats-Unis,1.278464,4.9,Tuesday,non,tt0407304,6.5,484941
UN INDIEN DANS LA VILLE,2017-07-12,France 4,France,1.278464,5.9,Wednesday,oui,tt0111543,5.7,4787
CAPTAIN AMERICA : FIRST AVENGER,2017-05-24,France 4,Etats-Unis,1.220352,5.3,Wednesday,non,tt0458339,6.9,918040
SHREK LE TROISIEME,2017-04-19,France 4,Etats-Unis,1.16224,4.2,Wednesday,oui,tt0413267,6.1,341343
PERMIS DE TUER,2017-11-22,France 4,Royaume-Uni,1.104128,5.0,Wednesday,non,tt0097742,6.7,114704
LES DIAMANTS SONT ETERNELS,2017-11-08,France 4,Royaume-Uni,1.104128,4.4,Wednesday,non,tt0066995,6.5,116937
MANON DES SOURCES,2017-07-30,France 4,France,1.104128,5.2,Sunday,oui,tt0091480,8.0,24505
LE DERNIER MAITRE DE L'AIR,2017-08-20,France 4,Etats-Unis,1.046016,5.1,Sunday,oui,tt0938283,4.0,177240
L'AGENCE TOUS RISQUES,2017-10-04,France 4,Etats-Unis,1.046016,4.6,Wednesday,non,tt0429493,6.7,271696
LES MOISSONS DU CIEL,2017-04-03,France 5,Etats-Unis,1.74336,6.8,Monday,non,tt0077405,7.7,64839
ASCENSEUR POUR L'ECHAFAUD,2017-08-01,France 5,France,1.220352,5.8,Tuesday,oui,tt0051378,7.9,29702
LE CHAT,2017-10-16,France 5,France / Italie,1.220352,4.7,Monday,non,tt0066906,7.5,2520
LES SEINS DE GLACE,2017-10-02,France 5,France / Italie,1.16224,4.5,Monday,non,tt0069243,5.7,1118
QUE LA FETE COMMENCE,2017-05-15,France 5,France,1.104128,4.3,Monday,non,tt0072053,7.0,1818
LE CRABE-TAMBOUR,2017-08-14,France 5,France,1.046016,5.5,Monday,oui,tt0075885,7.0,964
"MONTY PYTHON, SACRE GRAAL",2017-03-13,France 5,Royaume-Uni,1.046016,4.0,Monday,non,tt0071853,8.2,581423
LES DEMOISELLES DE ROCHEFORT,2017-05-01,France 5,France,1.046016,4.0,Monday,non,tt0062873,7.7,12584
LES SENTIERS DE LA GLOIRE,2017-10-30,France 5,Etats-Unis,0.987904,3.7,Monday,oui,tt0050825,8.4,222243
LA 317 SECTION,2017-05-08,France 5,France / Espagne,0.929792,3.4,Monday,non,tt0058863,7.3,1723
JAMES BOND CONTRE DOCTEUR NO,2017-01-16,France Ô,Royaume-Uni,0.755456,2.7,Monday,non,tt0055928,7.2,184052
JAMAIS PLUS JAMAIS,2017-01-23,France Ô,Royaume-Uni / Etats-Unis,0.58112,2.3,Monday,non,tt0086006,6.1,74571
MISSISSIPPI BURNING,2017-04-24,France Ô,Etats-Unis,0.58112,2.2,Monday,oui,tt0095647,7.8,114889
LES DIEUX SONT TOMBES SUR LA TETE,2017-08-28,France Ô,ZA,0.523008,2.3,Monday,oui,tt0080801,7.3,60667
SEPT VIES,2017-05-01,France Ô,Etats-Unis,0.464896,1.8,Monday,non,tt0814314,7.6,318987
SHAFT,2017-10-09,France Ô,Etats-Unis,0.406784,1.6,Monday,non,tt0162650,6.0,81932
L'HOMME AU PISTOLET D'OR,2017-01-30,France Ô,Royaume-Uni,0.406784,1.5,Monday,non,tt0071807,6.7,115848
MOONRAKER,2017-02-06,France Ô,France / Royaume-Uni,0.406784,1.5,Monday,non,tt0079574,6.3,111633
LE FILS DU FRANCAIS,2017-06-12,France Ô,France,0.348672,1.5,Monday,non,tt0211372,5.1,357
PARIS A TOUT PRIX,2017-03-20,France Ô,France,0.348672,1.4,Monday,non,tt2420886,5.7,2192
LE DEUXIEME SOUFFLE,2017-11-27,Arte,France,2.150144,8.5,Monday,non,tt0060305,7.9,7012
BLADE RUNNER,2017-10-08,Arte,Etats-Unis,1.975808,7.8,Sunday,non,tt0083658,8.1,842751
UN HOMME DE TROP,2017-03-13,Arte,France / Italie,1.685248,6.7,Monday,non,tt0062416,7.0,858
LE CERCLE ROUGE,2017-11-26,Arte,France / Italie,1.627136,6.3,Sunday,non,tt0065531,7.9,29702
L'INSPECTEUR HARRY,2017-07-02,Arte,Etats-Unis,1.627136,6.9,Sunday,non,tt0066999,7.7,172956
COMPARTIMENT TUEURS,2017-03-15,Arte,France,1.627136,6.0,Wednesday,non,tt0059050,7.2,2340
UNE FEMME DE MENAGE,2017-12-06,Arte,France,1.569024,6.6,Wednesday,non,tt0291538,6.3,1917
L'AVENTURE C'EST L'AVENTURE,2017-01-09,Arte,France / Italie,1.569024,5.9,Monday,non,tt0066798,6.9,2699
TOUCHEZ PAS AU GRISBI,2017-12-11,Arte,France / Italie,1.569024,5.8,Monday,non,tt0046451,7.7,8841
EL DORADO,2017-09-10,Arte,Etats-Unis,1.569024,6.6,Sunday,non,tt0061619,7.5,31543
"MAMAN, J'AI ENCORE RATE L'AVION",2017-12-03,6ter,Etats-Unis,0.929792,3.8,Sunday,non,tt0099785,7.7,684127
GARFIELD 2,2017-08-08,6ter,Etats-Unis,0.87168,4.2,Tuesday,oui,tt0455499,5.0,48669
BABY-SITTOR,2017-09-03,6ter,Etats-Unis,0.87168,3.5,Sunday,oui,tt0395699,5.6,102862
