TITRE;Date de diffusion;Chaîne;Nationalité;Téléspectateurs (en millions);Part d'audience (en %)
JACK REACHER : NEVER GO BACK;22/01/2023;France 2;ETATS UNIS;3,5075;16,8
LA FILLE AU BRACELET;04/12/2023;France 3;FRANCE / BELGIQUE;2,702914;12,2
QUI M'AIME ME SUIVE;09/01/2023;France 3;FRANCE;2,7025;12
L'ENQUETE CORSE;20/02/2023;France 3;FRANCE;2,3575;10,6
MES HEROS;27/03/2023;France 3;FRANCE;2,2425;9,1
LA FRENCH;16/01/2023;France 3;FRANCE / BELGIQUE;2,1275;10,2
LA VACHE;11/12/2023;France 3;FRANCE / MAROC;2,115324;10
LA SOUPE AUX CHOUX;23/10/2023;France 3;FRANCE;2,115324;8,8
LE MUR DE L'ATLANTIQUE;05/06/2023;France 3;FRANCE;2,073;10
LE FILS DE JEAN;27/02/2023;France 3;FRANCE / CANADA;2,07;9,3
LA GLOIRE DE MON PERE;28/12/2023;France 3;FRANCE;2,056565;10,2
ADIEU POULET;20/10/2023;France 5;FRANCE;1,527734;6,8
L'HORLOGER DE SAINT-PAUL;03/02/2023;France 5;FRANCE;1,265;6,3
RIENS DU TOUT;06/01/2023;France 5;FRANCE;1,15;5,4
LE CERCLE ROUGE;30/06/2023;France 5;FRANCE;1,145;7
LA GUERRE DES POLICES;21/07/2023;France 5;FRANCE;1,126;7
LES SENTIMENTS;27/01/2023;France 5;FRANCE;1,0925;5,4
LA LISTE DE SCHINDLER;22/09/2023;France 5;ETATS UNIS;1,057662;6,5
GLORIA MUNDI;10/03/2023;France 5;FRANCE / ITALIE;1,035;5,2
DANSE AVEC LES LOUPS;22/12/2023;France 5;ETATS UNIS;0,998903;5,5
GARDE A VUE;17/11/2023;France 5;FRANCE;0,998903;4,6
POURRIS GATES;30/07/2023;TF1;FRANCE;5,773;31,6
UN HOMME EN COLERE;12/11/2023;TF1;GRANDE BRETAGNE;5,523346;26,3
ALIBI.COM;12/02/2023;TF1;FRANCE;5,29;25,3
L'APPEL DE LA FORET;01/01/2023;TF1;ETATS UNIS;5,2325;24,4
ASTERIX ET OBELIX : MISSION CLEOPATRE;30/01/2023;TF1;FRANCE;5,2325;24,1
ALINE;05/11/2023;TF1;FRANCE / CANADA;5,053274;25,2
LES TUCHE 4;03/12/2023;TF1;FRANCE;4,876997;22,5
INTOUCHABLES;03/09/2023;TF1;FRANCE;4,70072;24,9
BELLE FILLE;05/03/2023;TF1;FRANCE;4,6575;23,4
EN EAUX TROUBLES;06/08/2023;TF1;ETATS UNIS;4,583202;25,6
LA 7EME COMPAGNIE AU CLAIR DE LUNE;01/02/2023;TMC;FRANCE;1,38;6,9
MAIS OU EST DONC PASSEE LA 7EME COMPAGNIE ?;18/01/2023;TMC;FRANCE / ITALIE;1,38;6,9
ON A RETROUVE LA 7EME COMPAGNIE;25/01/2023;TMC;FRANCE;1,38;6,7
CAPTAIN AMERICA : FIRST AVENGER;20/02/2023;TMC;ETATS UNIS;1,3225;6,7
L'OPERATION CORNED BEEF;03/08/2023;TMC;FRANCE;1,292698;7,5
AVENGERS : ENDGAME;24/04/2023;TMC;ETATS UNIS;1,265;7,2
IRON MAN 3;17/04/2023;TMC;ETATS UNIS;1,265;6,9
INDEPENDENCE DAY;01/05/2023;TMC;ETATS UNIS;1,233939;6,9
THOR : LE MONDE DES TENEBRES;30/10/2023;TMC;GRANDE BRETAGNE / ETATS UNIS;1,233939;6
LE JOUR D'APRES;09/02/2023;TMC;ETATS UNIS;1,2075;7,1
POURRIS GATES;26/12/2023;TFX;FRANCE;1,233939;5,9
THE MASK;03/05/2023;TFX;ETATS UNIS;1,17518;5,5
SALES GOSSES;08/08/2023;TFX;FRANCE;1,116421;6,2
JURASSIC WORLD;30/04/2023;TFX;ETATS UNIS;0,9775;5
LE RETOUR DU JEDI;23/11/2023;TFX;ETATS UNIS;0,940144;5
SPIDER-MAN;21/03/2023;TFX;ETATS UNIS;0,92;4,3
GEOSTORM;05/11/2023;TFX;GRANDE BRETAGNE;0,881385;4,1
TERRIBLE JUNGLE;11/07/2023;TFX;FRANCE;0,852;4,7
ROBIN DES BOIS;02/11/2023;TFX;GRANDE BRETAGNE;0,822626;4,3
LE MAITRE D'ECOLE;27/12/2023;TFX;FRANCE;0,822626;4,1
EQUALIZER 2;16/10/2023;TF1 Séries Films;ETATS UNIS;0,998903;4,8
L'ARME FATALE 4;30/03/2023;TF1 Séries Films;ETATS UNIS;0,92;4,6
L'ARME FATALE;09/03/2023;TF1 Séries Films;ETATS UNIS;0,8625;4,4
L'ARME FATALE 3;23/03/2023;TF1 Séries Films;ETATS UNIS;0,8625;4,3
L'ARME FATALE 2;16/03/2023;TF1 Séries Films;ETATS UNIS;0,8625;4,1
ELYSIUM;07/12/2023;TF1 Séries Films;ETATS UNIS;0,822626;4
LEFUGITIF;26/06/2023;TF1 Séries Films;ETATS UNIS;0,816;4,5
LE CHACAL;06/04/2023;TF1 Séries Films;ETATS UNIS;0,805;4
READY PLAYER ONE;03/01/2023;TF1 Séries Films;GRANDE BRETAGNE;0,805;4
MOI, MOCHE ET MECHANT;27/04/2023;TF1 Séries Films;ETATS UNIS;0,7475;3,9
30 JOURS MAX;26/10/2023;M6;FRANCE;3,819335;18
ENCANTO, LA FANTASTIQUE FAMILLE MADRIGAL;03/11/2023;M6;ETATS UNIS;3,408022;16,1
KAAMELOTT : PREMIER VOLET;19/10/2023;M6;FRANCE;2,996709;15,8
CRUELLA;31/08/2023;M6;ETATS UNIS;2,879191;16,6
BODIN'S EN THAILANDE (LES);22/09/2023;M6;FRANCE;2,702914;13,4
VAIANA, LA LEGENDE DU BOUT DU MONDE;10/02/2023;M6;ETATS UNIS;2,53;12,5
JUNGLE CRUISE;09/06/2023;M6;ETATS UNIS;2,481;14,7
OSS 117 : ALERTE ROUGE EN AFRIQUE NOIRE;12/10/2023;M6;FRANCE;2,467878;13,8
MISSION : IMPOSSIBLE, FALLOUT;06/07/2023;M6;ETATS UNIS;2,418;15
ALADDIN;17/02/2023;M6;ETATS UNIS;2,415;14
SISTER ACT;08/05/2023;W9;ETATS UNIS;1,351457;6,1
LA CHUTE DE LONDRES;30/01/2023;W9;GRANDE BRETAGNE / ETATS UNIS;1,3225;5,8
JUNGLE CRUISE;27/12/2023;W9;ETATS UNIS;1,292698;6,9
LES AVENTURIERS DE L'ARCHE PERDUE;06/11/2023;W9;ETATS UNIS;1,292698;5,9
EVASION;04/12/2023;W9;ETATS UNIS;1,233939;5,9
INDIANA JONES ET LA DERNIERE CROISADE;20/11/2023;W9;ETATS UNIS;1,233939;5,5
MON GARCON;12/03/2023;W9;FRANCE;1,2075;6
LA PROPOSITION;12/01/2023;W9;ETATS UNIS;1,2075;5,9
DEADPOOL;03/04/2023;W9;ETATS UNIS;1,2075;5,8
RED 2;09/10/2023;W9;ETATS UNIS;1,17518;5,5
VOLCANO;04/07/2023;6ter;ETATS UNIS;0,9;4,7
CROCODILE DUNDEE;14/06/2023;6ter;AUSTRALIE;0,859;4,5
GHOST RIDER;29/11/2023;6ter;ETATS UNIS;0,822626;4,1
CENDRILLON;25/10/2023;6ter;GRANDE BRETAGNE;0,822626;3,6
CROCODILE DUNDEE 2;21/06/2023;6ter;AUSTRALIE;0,764;4,4
DES HOMMES D'HONNEUR;17/10/2023;6ter;ETATS UNIS;0,763867;3,8
BEAUX-PARENTS;18/10/2023;6ter;FRANCE;0,763867;3,4
MARY A TOUT PRIX;25/04/2023;6ter;ETATS UNIS;0,7475;3,5
TRANSFORMERS : L'AGE DE L'EXTINCTION;04/06/2023;6ter;ETATS UNIS;0,707;4,5
LE FLIC DE BEVERLY HILLS 2;20/09/2023;6ter;ETATS UNIS;0,705108;3,2
QUI VEUT LA PEAU DE ROGER RABBIT ?;01/12/2023;Gulli;ETATS UNIS;0,940144;4,5
LA PAT' PATROUILLE : LE FILM;10/10/2023;Gulli;ETATS UNIS;0,705108;3,3
MATILDA;20/01/2023;Gulli;ETATS UNIS;0,69;3,5
LES TROLLS 2 TOURNEE MONDIALE;26/10/2023;Gulli;ETATS UNIS;0,646349;3
HOTEL TRANSYLVANIE 2;31/10/2023;Gulli;ETATS UNIS;0,646349;2,9
SHREK 4, IL ETAIT UNE FIN;17/03/2023;Gulli;ETATS UNIS;0,6325;2,9
BUMBLEBEE;29/12/2023;Gulli;ETATS UNIS;0,58759;3,1
CROCODILE DUNDEE 2;17/11/2023;Gulli;AUSTRALIE;0,58759;2,8
ZOOTOPIE;23/06/2023;Gulli;ETATS UNIS;0,556;3,5
LA VERITE SI JE MENS ! 2;10/12/2023;Gulli;FRANCE;0,528831;2,7
ASTERIX ET OBELIX: L'EMPIRE DU MILIEU;15/09/2023;Canal +;FRANCE;1,704011;8,5
ALIBI.COM 2;22/09/2023;Canal +;FRANCE;1,351457;6,3
SUPER MARIO BROS LE FILM;20/10/2023;Canal +;ETATS UNIS;1,116421;5,1
MENTEUR;10/02/2023;Canal +;FRANCE;0,9775;4,5
NOVEMBRE;07/04/2023;Canal +;FRANCE;0,8625;4,2
LE PIRE VOISIN AU MONDE;01/08/2023;Canal +;SUEDE / ETATS UNIS;0,822626;4,8
MISANTHROPE;28/12/2023;Canal +;ETATS UNIS;0,763867;3,8
LA VIE POUR DE VRAI;25/12/2023;Canal +;FRANCE / BELGIQUE;0,705108;3,8
DONJONS ET DRAGONS: L'HONNEUR DES VOLEURS;13/10/2023;Canal +;ETATS UNIS;0,705108;3,7
LES PETITES VICTOIRES;26/12/2023;Canal +;FRANCE;0,705108;3,3
LE MARGINAL;21/05/2023;C8;FRANCE;1,057662;5,3
MARIAGE CHEZ LES BODIN'S;09/02/2023;C8;FRANCE;0,92;4,7
LA FUREUR DU DRAGON;20/04/2023;C8;HONG KONG;0,92;4,3
LE VIEUX FUSIL;19/11/2023;C8;FRANCE;0,881385;4,1
APPALOOSA;14/03/2023;C8;ETATS UNIS;0,8625;4,2
LE PETIT BAIGNEUR;05/02/2023;C8;FRANCE;0,8625;4,1
DOS AU MUR;29/08/2023;C8;ETATS UNIS;0,822626;4,1
L'ALPAGUEUR;14/05/2023;C8;FRANCE;0,822626;3,8
IBIZA;10/09/2023;C8;FRANCE;0,822626;3,8
TOUCHEZ PAS AU GRISBI;12/11/2023;C8;FRANCE / ITALIE;0,822626;3,7
MISSION : IMPOSSIBLE, ROGUE NATION;22/11/2023;CStar;ETATS UNIS;0,881385;4,4
TERMINATOR : GENISYS;06/09/2023;CStar;ETATS UNIS;0,58759;3,1
THE CIRCLE;19/04/2023;CStar;ETATS UNIS;0,575;2,9
DOUBLE DETENTE;31/05/2023;CStar;ETATS UNIS;0,528831;2,7
BASTILLE DAY;06/12/2023;CStar;GRANDE BRETAGNE / FRANCE;0,528831;2,4
FORCES SPECIALES;17/05/2023;CStar;FRANCE;0,528831;2,3
CLIFFHANGER;22/03/2023;CStar;ETATS UNIS;0,5175;2,4
THE LOST CITY OF Z;28/06/2023;CStar;ETATS UNIS;0,513;3,1
VOL 93;13/09/2023;CStar;GRANDE BRETAGNE;0,470072;2,5
U-571;29/11/2023;CStar;ETATS UNIS;0,470072;2,3
JOHN WICK;29/03/2023;NRJ12;ETATS UNIS;1,2075;5,6
HOMEFRONT;24/05/2023;NRJ12;ETATS UNIS;0,881385;4,4
REAL STEEL;18/04/2023;NRJ12;ETATS UNIS;0,805;3,7
LES RANDONNEURS;01/08/2023;NRJ12;FRANCE;0,763867;4,3
GHOST IN THE SHELL;31/05/2023;NRJ12;ETATS UNIS;0,705108;3,5
MARSEILLE;25/07/2023;NRJ12;ALLEMAGNE;0,705;3,9
THE WAVE;21/03/2023;NRJ12;NORVEGE;0,69;3,3
SAFE;22/03/2023;NRJ12;ETATS UNIS;0,69;3
LE NOUVEAU PROTOCOLE;22/08/2023;NRJ12;FRANCE;0,646349;3,9
JASON BOURNE : L'HERITAGE;07/11/2023;NRJ12;ETATS UNIS;0,646349;3,3
LES SAVEURS DU PALAIS;03/08/2023;Chérie 25;FRANCE;0,705108;3,9
LES PLEINS POUVOIRS;06/04/2023;Chérie 25;ETATS UNIS;0,69;3,6
LA FAILLE;26/10/2023;Chérie 25;ETATS UNIS;0,646349;3,3
MISS DETECTIVE;13/04/2023;Chérie 25;ETATS UNIS;0,6325;2,8
IMOGENE MCCARTHERY;04/05/2023;Chérie 25;FRANCE;0,58759;2,8
SPY GAME;12/10/2023;Chérie 25;GRANDE BRETAGNE;0,528831;3,1
MYSTIC RIVER;07/12/2023;Chérie 25;ETATS UNIS;0,528831;2,8
VOUS AVEZ UN MESSAGE;27/04/2023;Chérie 25;ETATS UNIS;0,5175;2,9
LA COULEUR DES SENTIMENTS;16/06/2023;Chérie 25;ETATS UNIS;0,502;3,1
LA TOTALE;10/08/2023;Chérie 25;FRANCE;0,470072;2,7
POTICHE;22/10/2023;Arte;FRANCE / BELGIQUE;2,174083;9,5
125, RUE MONTMARTRE;16/01/2023;Arte;FRANCE;1,84;7,8
PENDEZ-LES HAUT ET COURT;11/06/2023;Arte;ETATS UNIS;1,821529;9,5
THE PLEDGE;29/01/2023;Arte;ETATS UNIS;1,7825;8,2
UN AMOUR IMPOSSIBLE;11/10/2023;Arte;FRANCE;1,76277;9
L'AFFAIRE PELICAN;08/01/2023;Arte;ETATS UNIS;1,5525;7,5
TROIS JOURS ET UNE VIE;22/03/2023;Arte;FRANCE / BELGIQUE;1,495;6,7
UN DROLE DE PAROISSIEN;13/03/2023;Arte;FRANCE;1,495;6,7
LA GRANDE LESSIVE;09/08/2023;Arte;FRANCE;1,468975;7,8
LES 2 ALFRED;10/05/2023;Arte;FRANCE;1,468975;6,7
